,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Family,Action,Fantasy,Western,Crime,Comedy,Biography,Sport,Adventure,War,Romance,Animation,Mystery,Sci-Fi,Drama,Musical,Horror,Thriller,Music,History
351,Snow White and the Huntsman (2012),Universal Pictures,155332381.0,241260448.0,396592829.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",127.0,61.0,51.0,46.2,52.7,33.3,27.2107833682093,27.84601618003465,28.563083350786513,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
356,Horton Hears a Who! (2008),Twentieth Century Fox,154529439.0,144043360.0,298572799.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']",86.0,68.0,58.8,51.2,59.3,34.9,27.20330646747764,27.1019279168833,28.153507496120827,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
358,Jerry Maguire (1996),Sony Pictures Entertainment (SPE),153952592.0,119600000.0,273552592.0,"['Comedy', 'Drama', 'Romance', 'Sport']",139.0,73.0,70.6,57.00000000000001,66.9,38.3,27.19791091640736,26.833642148634915,28.027242984890055,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
362,Sex and the City (2008),Warner Bros.,152647258.0,266118261.0,418765519.0,"['Comedy', 'Drama', 'Romance']",145.0,57.00000000000001,58.8,35.199999999999996,50.3,32.5,27.1856264337708,27.98749227039937,28.64156741527482,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
364,La La Land (2016),Lionsgate,151101803.0,297805062.0,448906865.0,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']",128.0,80.0,79.80000000000001,70.8,76.9,46.3,27.170945634450348,28.149793035719483,28.74184091822989,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
371,American Hustle (2013),Sony Pictures Entertainment (SPE),150117807.0,101054000.0,251171807.0,"['Crime', 'Drama']",138.0,72.0,65.6,62.0,66.5,37.7,27.161519878941263,26.590551187852174,27.904099295844595,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
374,Les Misérables (2012),Universal Pictures,148809770.0,293489539.0,442299309.0,"['Drama', 'Musical', 'Romance']",158.0,75.0,70.8,55.800000000000004,67.2,41.4,27.148894007774928,28.12873384062235,28.720447747428498,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
376,As Good as It Gets (1997),Sony Pictures Entertainment (SPE),148478011.0,165700000.0,314178011.0,"['Comedy', 'Drama', 'Romance']",139.0,77.0,71.0,64.8,70.9,41.0,27.14567404857481,27.303998361658262,28.22700697050321,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
381,Gran Torino (2008),Warner Bros.,148095302.0,121862926.0,269958228.0,['Drama'],116.0,81.0,74.4,71.2,75.5,42.5,27.14195063410239,26.860684044932842,28.008160948154618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
383,War for the Planet of the Apes (2017),Twentieth Century Fox,146880162.0,343839601.0,490719763.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",140.0,74.0,73.6,64.8,70.8,44.0,27.130064314170145,28.3571604728391,28.87032413404681,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
387,Lilo & Stitch (2002),Walt Disney Studios Motion Pictures,145794338.0,127349813.0,273144151.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",85.0,73.0,78.8,64.2,72.0,40.8,27.119359452028945,26.924221600264435,28.025087289168887,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False
388,The Santa Clause (1994),Walt Disney Studios Motion Pictures,145539357.0,45000000.0,190539357.0,"['Comedy', 'Drama', 'Family', 'Fantasy']",97.0,65.0,62.6,48.4,58.7,32.7,27.116834101034794,25.423421665653848,27.505513784556012,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
392,The Great Gatsby (2013),Warner Bros.,144840419.0,208801855.0,353642274.0,"['Drama', 'Romance']",143.0,72.0,67.6,52.2,63.9,38.2,27.109889014516014,27.637559287996222,28.397715502280633,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
401,Juno (2007),Fox Searchlight Pictures,143495265.0,88877416.0,232372681.0,"['Comedy', 'Drama']",96.0,75.0,74.8,61.8,70.5,39.3,27.096427891304927,26.40531353698965,27.791865226711675,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
402,Marley & Me (2008),Twentieth Century Fox,143153751.0,112589342.0,255743093.0,"['Comedy', 'Drama', 'Family']",111.0,70.0,65.4,50.4,61.9,35.4,27.092990232287715,26.746495023715084,27.930120035905446,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
404,Once Upon a Time... In Hollywood (2019),Sony Pictures Entertainment (SPE),142502728.0,232063026.0,374565754.0,"['Comedy', 'Drama']",161.0,76.0,75.4,72.6,74.7,43.9,27.086414296863296,27.789941439232162,28.480643761208192,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
407,Pocahontas (1995),Walt Disney Studios Motion Pictures,141579773.0,204500000.0,346079773.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",81.0,67.0,64.0,50.6,60.5,36.3,27.0770399265183,27.607525602265923,28.366529383221895,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
408,A Few Good Men (1992),Columbia Pictures,141340178.0,101900000.0,243240178.0,"['Drama', 'Thriller']",138.0,77.0,77.4,63.4,72.6,40.6,27.074596390106432,26.602578810602626,27.857806309483365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
409,Slumdog Millionaire (2008),Fox Searchlight Pictures,141319928.0,237090614.0,378410542.0,"['Drama', 'Romance']",120.0,80.0,75.8,61.8,72.5,42.9,27.07438967841272,27.820863309292566,28.495377039846158,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
412,Deep Impact (1998),Paramount Pictures,140464664.0,209000000.0,349464664.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",120.0,62.0,56.8,45.800000000000004,54.9,33.6,27.06563200354009,27.638927701405056,28.38057134445857,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
421,The King's Speech (2010),The Weinstein Company,138797449.0,288576868.0,427374317.0,"['Biography', 'Drama', 'History']",118.0,80.0,74.4,66.8,73.7,44.4,27.0484058115333,28.10438041873675,28.67092497114423,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
424,Platoon (1986),Orion Pictures,138530565.0,15067.0,138545632.0,"['Drama', 'War']",120.0,81.0,77.2,72.8,77.0,40.9,27.045629082730475,13.879104569147565,27.04578598604038,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
426,Good Will Hunting (1997),Miramax,138433435.0,87500000.0,225933435.0,"['Drama', 'Romance']",126.0,83.0,84.60000000000001,71.2,79.6,43.8,27.044617189668084,26.382779681156503,27.751322544390987,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
428,A Christmas Carol (2009),Walt Disney Studios Motion Pictures,137855863.0,187430783.0,325286646.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",96.0,68.0,61.6,54.400000000000006,61.3,36.4,27.03858538546878,27.481782674925935,28.277136355701646,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
429,Dinosaur (2000),Walt Disney Studios Motion Pictures,137748063.0,212074702.0,349822765.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",82.0,64.0,56.39999999999999,43.8,54.7,33.5,27.0374567909992,27.65999729380091,28.382048935962644,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
432,Click (2006),Revolution Studios,137355633.0,103329693.0,240685326.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",107.0,64.0,55.599999999999994,46.4,55.3,31.9,27.03334083612733,26.62267964823185,27.842572945978354,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
433,The Green Mile (1999),Warner Bros.,136801374.0,150000000.0,286801374.0,"['Crime', 'Drama', 'Fantasy', 'Mystery']",189.0,86.0,82.8,71.0,79.9,45.0,27.027507479476448,27.160387259820055,28.09547669477832,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
436,Argo (2012),Warner Bros.,136025503.0,96300000.0,232325503.0,"['Biography', 'Drama', 'Thriller']",120.0,77.0,72.8,63.0,70.9,39.5,27.019301922356163,26.52103246228027,27.791572290482456,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
440,Patch Adams (1998),Universal Pictures,135026902.0,67266000.0,202292902.0,"['Biography', 'Comedy', 'Drama', 'Romance']",115.0,68.0,65.4,46.6,60.0,33.6,27.008671629452433,26.003374134485146,27.591870458980008,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
441,The Godfather (1972),Paramount Pictures,134966411.0,111154575.0,246120986.0,"['Crime', 'Drama']",175.0,92.0,90.8,86.99999999999999,89.9,49.3,27.008025168499685,26.727992088426276,27.874792436428912,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
446,Identity Thief (2013),Universal Pictures,134506920.0,39458090.0,173965010.0,"['Comedy', 'Crime', 'Drama']",111.0,57.00000000000001,48.8,41.4,49.1,27.6,27.00310515636309,25.233817787170643,27.374221921634327,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
