,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Comedy,Animation,Musical,History,Music,Action,War,Western,Romance,Drama,Family,Fantasy,Crime,Sci-Fi,Thriller,Biography,Adventure,Horror,Sport
415,Rush Hour 3 (2007),New Line Cinema,140125968.0,117971154.0,258097122.0,"['Action', 'Comedy', 'Crime', 'Thriller']",91.0,62.0,56.60000000000001,43.4,54.0,31.5,27.0621490984024,26.813858897765247,27.943338813357293,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
416,Stuart Little (1999),Sony Pictures Entertainment (SPE),140035367.0,160100000.0,300135367.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",84.0,60.0,55.599999999999994,39.800000000000004,51.8,31.2,27.061215995924456,27.25439806695307,28.161038090661396,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
418,Sister Act (1992),Walt Disney Studios Motion Pictures,139605150.0,92000000.0,231605150.0,"['Comedy', 'Family', 'Music']",100.0,65.0,67.6,48.2,60.3,34.2,27.056776922297004,26.455130525381186,27.787092092723345,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
420,The Santa Clause 2 (2002),Walt Disney Studios Motion Pictures,139236327.0,33618738.0,172855065.0,"['Comedy', 'Family', 'Fantasy']",104.0,57.00000000000001,53.400000000000006,36.8,49.1,27.6,27.052960421042613,25.00276223306539,27.364987637176053,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
422,Cheaper by the Dozen (2003),Twentieth Century Fox,138614544.0,51924086.0,190538630.0,"['Comedy', 'Family']",98.0,59.00000000000001,58.60000000000001,34.4,50.7,28.7,27.046503397929357,25.629900580291128,27.505508279964666,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
423,Bad Boys II (2003),Sony Pictures Entertainment (SPE),138608444.0,134731112.0,273339556.0,"['Action', 'Comedy', 'Crime', 'Thriller']",147.0,65.99999999999999,62.2,46.0,58.1,33.9,27.046439907958238,27.00550779434822,28.02611901191878,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
425,21 Jump Street (2012),Sony Pictures Entertainment (SPE),138447667.0,63137661.0,201585328.0,"['Action', 'Comedy', 'Crime']",109.0,72.0,71.2,63.0,68.7,37.9,27.044765501963084,25.911997479721396,27.586815397976764,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
428,A Christmas Carol (2009),Walt Disney Studios Motion Pictures,137855863.0,187430783.0,325286646.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",96.0,68.0,61.6,54.400000000000006,61.3,36.4,27.03858538546878,27.481782674925935,28.277136355701646,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
432,Click (2006),Revolution Studios,137355633.0,103329693.0,240685326.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",107.0,64.0,55.599999999999994,46.4,55.3,31.9,27.03334083612733,26.62267964823185,27.842572945978354,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
437,Anger Management (2003),Revolution Studios,135645823.0,60100000.0,195745823.0,['Comedy'],106.0,62.0,54.800000000000004,45.800000000000004,54.2,30.5,27.01526938187557,25.840861655147997,27.544406281422464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
438,Chicken Little (2005),Walt Disney Studios Motion Pictures,135386665.0,179046172.0,314432837.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",81.0,57.00000000000001,54.2,36.6,49.3,30.2,27.012510405797734,27.41575643332476,28.228176648779677,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
439,Teenage Mutant Ninja Turtles (1990),New Line Cinema,135265915.0,66700000.0,201965915.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",93.0,67.0,66.60000000000001,58.60000000000001,64.1,35.6,27.011223106502488,25.991183425621397,27.58953659460216,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
440,Patch Adams (1998),Universal Pictures,135026902.0,67266000.0,202292902.0,"['Biography', 'Comedy', 'Drama', 'Romance']",115.0,68.0,65.4,46.6,60.0,33.6,27.008671629452433,26.003374134485146,27.591870458980008,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
442,Ride Along (2014),Universal Pictures,134938200.0,19530702.0,154468902.0,"['Action', 'Comedy', 'Crime']",99.0,61.0,52.800000000000004,43.2,52.3,28.9,27.007723581433083,24.21924046974537,27.20274118010085,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
446,Identity Thief (2013),Universal Pictures,134506920.0,39458090.0,173965010.0,"['Comedy', 'Crime', 'Drama']",111.0,57.00000000000001,48.8,41.4,49.1,27.6,27.00310515636309,25.233817787170643,27.374221921634327,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
