,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Thriller,Music,Drama,Comedy,Western,Crime,History,Horror,Biography,Musical,Sci-Fi,Romance,Adventure,Action,Family,Fantasy,Animation,Sport,War
395,The Fast and the Furious (2001),Universal Pictures,144533925.0,62771584.0,207305509.0,"['Action', 'Crime', 'Thriller']",106.0,68.0,65.19999999999999,46.6,59.9,33.6,27.1068329209239,25.903608279060702,27.627183214674908,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
405,xXx (2002),Revolution Studios,142109382.0,135339000.0,277448382.0,"['Action', 'Adventure', 'Thriller']",124.0,57.99999999999999,49.800000000000004,37.0,48.3,29.0,27.082426562927054,27.012002392936562,28.0476441487256,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
408,A Few Good Men (1992),Columbia Pictures,141340178.0,101900000.0,243240178.0,"['Drama', 'Thriller']",138.0,77.0,77.4,63.4,72.6,40.6,27.074596390106432,26.602578810602626,27.857806309483365,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,Rush Hour (1998),New Line Cinema,141186864.0,103534200.0,244721064.0,"['Action', 'Comedy', 'Crime', 'Thriller']",98.0,70.0,69.0,57.400000000000006,65.5,37.0,27.073030625869183,26.625532164701177,27.86656304368115,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
412,Deep Impact (1998),Paramount Pictures,140464664.0,209000000.0,349464664.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",120.0,62.0,56.8,45.800000000000004,54.9,33.6,27.06563200354009,27.638927701405056,28.38057134445857,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
414,Ocean's Eight (2018),Warner Bros.,140218711.0,157500000.0,297718711.0,"['Action', 'Comedy', 'Crime', 'Thriller']",110.0,63.0,66.8,50.6,60.1,35.3,27.063103636733825,27.230776587711453,28.149374653898313,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
415,Rush Hour 3 (2007),New Line Cinema,140125968.0,117971154.0,258097122.0,"['Action', 'Comedy', 'Crime', 'Thriller']",91.0,62.0,56.60000000000001,43.4,54.0,31.5,27.0621490984024,26.813858897765247,27.943338813357293,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
417,Taken 2 (2012),Twentieth Century Fox,139854287.0,236298168.0,376152455.0,"['Action', 'Crime', 'Thriller']",92.0,62.0,51.2,45.199999999999996,52.8,33.0,27.059349237002003,27.81603320335962,28.486742265401396,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
423,Bad Boys II (2003),Sony Pictures Entertainment (SPE),138608444.0,134731112.0,273339556.0,"['Action', 'Comedy', 'Crime', 'Thriller']",147.0,65.99999999999999,62.2,46.0,58.1,33.9,27.046439907958238,27.00550779434822,28.02611901191878,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
427,Split (2016),Universal Pictures,138291365.0,140163052.0,278454417.0,"['Horror', 'Thriller']",117.0,73.0,70.39999999999999,60.8,68.1,38.9,27.043135835611874,27.062530853657805,28.052865936752514,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
431,The Conjuring (2013),Warner Bros.,137400141.0,182890848.0,320290989.0,"['Horror', 'Mystery', 'Thriller']",112.0,75.0,72.2,60.4,69.2,40.2,27.033808243749064,27.446407642412066,28.254807969300526,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
434,Ransom (1996),Walt Disney Studios Motion Pictures,136492681.0,173000000.0,309492681.0,"['Action', 'Crime', 'Thriller']",121.0,67.0,63.0,54.400000000000006,61.5,36.2,27.02424835223598,27.3661967969609,28.20533005154375,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
435,Godzilla (1998),Sony Pictures Entertainment (SPE),136314294.0,242700000.0,379014294.0,"['Action', 'Sci-Fi', 'Thriller']",139.0,54.0,43.0,34.599999999999994,43.9,28.6,27.022361611056144,27.854598867587946,28.497677017769796,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
436,Argo (2012),Warner Bros.,136025503.0,96300000.0,232325503.0,"['Biography', 'Drama', 'Thriller']",120.0,77.0,72.8,63.0,70.9,39.5,27.019301922356163,26.52103246228027,27.791572290482456,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
444,Live Free or Die Hard (2007),Twentieth Century Fox,134529403.0,253626608.0,388156011.0,"['Action', 'Thriller']",128.0,71.0,57.599999999999994,53.6,60.7,37.2,27.003346284492693,27.91813086583794,28.53206138846404,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
445,Wanted (2008),Universal Pictures,134508551.0,207954512.0,342463063.0,"['Action', 'Crime', 'Thriller']",110.0,67.0,59.00000000000001,47.400000000000006,57.8,34.9,27.00312265004554,27.631692746653044,28.3513731509665,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
448,The Rock (1996),Walt Disney Studios Motion Pictures,134069511.0,200993110.0,335062621.0,"['Action', 'Adventure', 'Thriller']",136.0,74.0,69.80000000000001,59.199999999999996,67.7,39.7,26.99840594764457,27.582570806079207,28.319855510082363,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
449,Mission: Impossible III (2006),Paramount Pictures,134029801.0,264449696.0,398479497.0,"['Action', 'Adventure', 'Thriller']",126.0,69.0,65.99999999999999,54.2,63.1,38.5,26.99797857302682,27.978418076018915,28.569930254111657,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
